Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs %,Shorts %,Shorts Count,Fee,Net Profit,Net Profit %,Average Win,Average Loss,Expectancy,Expectancy %,Expected Net Profit Every 100 Trades,Avg Holding Time,Avg Winning Holding Time,Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
24,7,17,10000.0,10945.96,0.29,3.03,24,100.0,0.0,0,392.71,945.96,9.46,680.94,224.74,39.42,0.39,39.42,67h 1m 7.50s,73h 8m 34.29s,64h 29m 49.41s,4766.56,-3820.6,-13.61,24.42,0.77,1.79,1.41,1.18,inf,1,0.0,2,5,-253.96,1002.66,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.98, rsi: 7"""
15,8,7,10000.0,10704.21,0.53,1.06,15,100.0,0.0,0,240.88,704.21,7.04,515.08,488.06,46.95,0.47,46.95,129h 16m 8.00s,148h 30m 0.00s,107h 17m 25.71s,4120.64,-3416.43,-19.03,17.88,0.61,0.94,1.06,1.13,inf,1,0.0,3,3,-599.12,946.38,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.95, rsi: 7"""
14,7,7,10000.0,10576.87,0.5,1.17,14,100.0,0.0,0,223.55,576.87,5.77,569.15,486.74,41.21,0.41,41.21,144h 47m 17.14s,182h 17m 8.57s,107h 17m 25.71s,3984.06,-3407.18,-19.02,14.52,0.54,0.76,0.92,1.11,inf,1,0.0,2,3,-591.45,1016.34,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.95, rsi: 8"""
25,15,10,10000.0,10313.51,0.6,0.71,25,100.0,0.0,0,397.5,313.51,3.14,310.83,434.9,12.54,0.13,12.54,81h 34m 43.20s,84h 0m 0.00s,77h 56m 48.00s,4662.48,-4348.97,-19.7,7.75,0.39,0.39,0.6,1.07,inf,1,0.0,6,3,-617.44,958.02,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.95, rsi: 5"""
20,12,8,10000.0,11488.69,0.6,0.9,20,100.0,0.0,0,340.84,1488.69,14.89,471.17,520.67,74.43,0.74,74.43,98h 4m 54.00s,112h 20m 0.00s,76h 42m 15.00s,5654.09,-4165.39,-19.02,39.86,1.05,2.1,1.82,1.23,inf,1,0.0,4,3,-643.55,946.38,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.95, rsi: 6"""
12,6,6,10000.0,9712.83,0.5,0.91,12,100.0,0.0,0,172.9,-287.17,-2.87,458.64,506.5,-23.93,-0.24,-23.93,164h 15m 50.00s,193h 20m 0.00s,135h 11m 40.00s,2751.85,-3039.02,-19.02,-6.8,0.0,-0.36,0.0,1.0,inf,1,72.27,2,3,-530.16,910.74,2,"""xparam: 79, take_profit: 1.2, stop_loss: 0.95, rsi: 9"""
21,5,16,10000.0,9845.85,0.24,3.05,21,100.0,0.0,0,304.64,-154.15,-1.54,640.83,209.89,-7.34,-0.07,-7.34,71h 17m 37.14s,115h 12m 0.00s,57h 34m 22.50s,3204.17,-3358.31,-16.04,-3.69,0.06,-0.23,0.11,1.01,inf,1,73.28,2,6,-225.18,970.67,2,"""xparam: 79, take_profit: 1.18, stop_loss: 0.98, rsi: 10"""
12,6,6,10000.0,9740.62,0.5,0.91,12,100.0,0.0,0,172.74,-259.38,-2.59,462.86,506.09,-21.61,-0.22,-21.61,148h 25m 20.00s,191h 20m 0.00s,105h 30m 40.00s,2777.16,-3036.54,-19.03,-6.15,0.01,-0.32,0.02,1.0,inf,1,72.47,2,3,-530.16,910.74,2,"""xparam: 79, take_profit: 1.2, stop_loss: 0.95, rsi: 10"""
20,12,8,10000.0,12252.34,0.6,1.09,20,100.0,0.0,0,352.88,2252.34,22.52,483.18,443.22,112.62,1.13,112.62,96h 54m 24.00s,112h 20m 0.00s,73h 46m 0.00s,5798.14,-3545.79,-16.45,63.4,1.47,3.85,2.66,1.35,inf,1,0.0,4,3,-540.82,946.38,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.96, rsi: 6"""
26,15,11,10000.0,10637.38,0.58,0.85,26,100.0,0.0,0,416.67,637.38,6.37,312.16,367.73,24.51,0.25,24.51,76h 59m 39.23s,84h 0m 0.00s,67h 26m 27.27s,4682.45,-4045.07,-18.26,16.11,0.62,0.88,0.96,1.12,inf,1,0.0,6,3,-497.56,958.02,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.96, rsi: 5"""
16,8,8,10000.0,10923.78,0.5,1.28,16,100.0,0.0,0,264.16,923.78,9.24,527.36,411.89,57.74,0.58,57.74,120h 23m 15.00s,148h 30m 0.00s,92h 16m 30.00s,4218.88,-3295.1,-16.45,23.81,0.74,1.45,1.31,1.17,inf,1,0.0,3,3,-502.54,946.38,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.96, rsi: 7"""
13,6,7,10000.0,9911.08,0.46,1.13,13,100.0,0.0,0,192.95,-88.92,-0.89,472.8,417.96,-6.84,-0.07,-6.84,150h 0m 50.77s,193h 20m 0.00s,112h 53m 0.00s,2836.79,-2925.71,-16.45,-2.14,0.13,-0.13,0.21,1.03,inf,1,73.89,2,3,-444.51,947.7,2,"""xparam: 79, take_profit: 1.2, stop_loss: 0.96, rsi: 9"""
15,7,8,10000.0,10792.7,0.47,1.42,15,100.0,0.0,0,246.01,792.7,7.93,582.39,410.5,52.85,0.53,52.85,134h 16m 48.00s,182h 17m 8.57s,92h 16m 30.00s,4076.74,-3284.04,-16.45,20.25,0.66,1.23,1.17,1.14,inf,1,0.0,2,3,-497.6,1058.57,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.96, rsi: 8"""
19,8,11,10000.0,11166.96,0.42,1.82,19,100.0,0.0,0,317.47,1166.96,11.67,594.99,326.63,61.42,0.61,61.42,92h 25m 6.32s,96h 30m 0.00s,89h 27m 0.00s,4759.89,-3592.93,-15.26,30.58,0.89,2.0,1.66,1.21,inf,1,0.0,2,4,-383.32,1004.65,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.97, rsi: 7"""
13,6,7,10000.0,9941.11,0.46,1.14,13,100.0,0.0,0,192.64,-58.89,-0.59,476.73,417.04,-4.53,-0.05,-4.53,136h 9m 41.54s,191h 20m 0.00s,88h 52m 17.14s,2860.38,-2919.27,-16.45,-1.42,0.14,-0.09,0.24,1.03,inf,1,74.1,2,3,-444.51,947.7,2,"""xparam: 79, take_profit: 1.2, stop_loss: 0.96, rsi: 10"""
30,15,15,10000.0,10442.93,0.5,1.1,30,100.0,0.0,0,468.83,442.93,4.43,321.01,291.48,14.76,0.15,14.76,63h 27m 12.00s,82h 24m 0.00s,44h 30m 24.00s,4815.19,-4372.26,-20.6,11.04,0.49,0.54,0.77,1.09,inf,1,0.0,5,5,-369.55,958.02,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.97, rsi: 5"""
23,12,11,10000.0,12262.73,0.52,1.48,23,100.0,0.0,0,396.61,2262.73,22.63,495.47,334.81,98.38,0.98,98.38,80h 32m 18.26s,110h 20m 0.00s,48h 2m 5.45s,5945.59,-3682.86,-15.26,63.73,1.48,4.18,2.73,1.35,inf,1,0.0,3,4,-398.32,1026.49,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.97, rsi: 6"""
17,7,10,10000.0,11259.16,0.41,1.98,17,100.0,0.0,0,284.26,1259.16,12.59,642.85,324.08,74.07,0.74,74.07,113h 35m 3.53s,138h 17m 8.57s,96h 17m 36.00s,4499.93,-3240.77,-15.26,33.2,0.94,2.18,1.74,1.21,inf,1,0.0,2,4,-386.14,1084.97,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.97, rsi: 8"""
16,6,10,10000.0,10014.28,0.38,1.67,16,100.0,0.0,0,240.73,14.28,0.14,534.98,319.56,0.89,0.01,0.89,115h 27m 48.75s,142h 0m 0.00s,99h 32m 30.00s,3209.85,-3195.57,-15.26,0.35,0.19,0.02,0.33,1.04,inf,1,74.5,2,4,-345.84,971.46,2,"""xparam: 79, take_profit: 1.2, stop_loss: 0.97, rsi: 9"""
17,5,12,10000.0,9347.35,0.29,1.97,17,100.0,0.0,0,243.38,-652.65,-6.53,603.82,305.98,-38.39,-0.38,-38.39,94h 23m 31.76s,148h 0m 0.00s,72h 3m 20.00s,3019.12,-3671.76,-18.51,-15.05,-0.27,-0.81,-0.45,0.94,-inf,1,69.63,2,6,-332.71,934.5,2,"""xparam: 79, take_profit: 1.2, stop_loss: 0.97, rsi: 10"""
35,16,19,10000.0,10882.34,0.46,1.44,35,100.0,0.0,0,561.73,882.34,8.82,318.63,221.88,25.21,0.25,25.21,51h 13m 54.86s,66h 30m 0.00s,38h 22m 28.42s,5098.0,-4215.66,-17.47,22.68,0.81,1.3,1.29,1.16,inf,1,0.0,5,7,-254.76,958.98,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.98, rsi: 5"""
24,7,17,10000.0,10945.96,0.29,3.03,24,100.0,0.0,0,392.71,945.96,9.46,680.94,224.74,39.42,0.39,39.42,67h 1m 7.50s,73h 8m 34.29s,64h 29m 49.41s,4766.56,-3820.6,-13.61,24.42,0.77,1.79,1.41,1.18,inf,1,0.0,2,5,-253.96,1002.66,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.98, rsi: 7"""
21,6,15,10000.0,11162.08,0.29,3.36,21,100.0,0.0,0,345.17,1162.08,11.62,754.26,224.23,55.34,0.55,55.34,85h 13m 25.71s,118h 0m 0.00s,72h 6m 48.00s,4525.57,-3363.49,-13.62,30.44,0.89,2.23,1.64,1.21,inf,1,0.0,2,5,-258.44,1114.47,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.98, rsi: 8"""
21,5,16,10000.0,9813.91,0.24,3.02,21,100.0,0.0,0,305.45,-186.09,-1.86,636.48,210.53,-8.86,-0.09,-8.86,80h 41m 20.00s,118h 24m 0.00s,68h 54m 15.00s,3182.42,-3368.51,-15.46,-4.44,0.05,-0.29,0.09,1.01,inf,1,73.08,2,6,-226.45,976.2,2,"""xparam: 79, take_profit: 1.2, stop_loss: 0.98, rsi: 9"""
21,5,16,10000.0,9845.85,0.24,3.05,21,100.0,0.0,0,304.64,-154.15,-1.54,640.83,209.89,-7.34,-0.07,-7.34,71h 17m 37.14s,115h 12m 0.00s,57h 34m 22.50s,3204.17,-3358.31,-16.04,-3.69,0.06,-0.23,0.11,1.01,inf,1,73.28,2,6,-225.18,970.67,2,"""xparam: 79, take_profit: 1.2, stop_loss: 0.98, rsi: 10"""
28,12,16,10000.0,12372.01,0.43,2.16,28,100.0,0.0,0,488.48,2372.01,23.72,515.51,238.38,84.71,0.85,84.71,61h 2m 49.29s,81h 0m 0.00s,46h 4m 56.25s,6186.07,-3814.06,-15.47,67.28,1.56,4.35,2.97,1.39,inf,1,0.0,3,6,-269.31,1054.28,-1,"""xparam: 79, take_profit: 1.2, stop_loss: 0.98, rsi: 6"""
24,14,10,10000.0,10870.81,0.58,0.86,24,100.0,0.0,0,393.08,870.81,8.71,376.19,439.58,36.28,0.36,36.28,86h 49m 37.50s,85h 53m 12.86s,88h 8m 36.00s,5266.63,-4395.82,-18.23,22.36,0.75,1.23,1.21,1.15,inf,1,0.0,6,3,-621.06,1011.8,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.95, rsi: 5"""
14,7,7,10000.0,10997.23,0.5,1.29,14,100.0,0.0,0,229.32,997.23,9.97,641.74,499.28,71.23,0.71,71.23,138h 45m 47.14s,170h 14m 8.57s,107h 17m 25.71s,4492.18,-3494.95,-15.66,25.83,0.81,1.65,1.38,1.18,inf,1,0.0,2,3,-614.44,1072.19,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.95, rsi: 7"""
19,11,8,10000.0,11858.62,0.58,1.04,19,100.0,0.0,0,332.19,1858.62,18.59,557.72,534.54,97.82,0.98,97.82,101h 30m 15.79s,119h 32m 27.27s,76h 42m 15.00s,6134.93,-4276.31,-15.67,50.99,1.3,3.25,2.24,1.29,inf,1,0.0,4,3,-669.6,1116.37,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.95, rsi: 6"""
14,7,7,10000.0,10995.93,0.5,1.28,14,100.0,0.0,0,229.26,995.93,9.96,641.55,499.27,71.14,0.71,71.14,139h 2m 55.71s,170h 48m 25.71s,107h 17m 25.71s,4490.83,-3494.9,-15.66,25.8,0.81,1.65,1.38,1.18,inf,1,0.0,2,3,-614.44,1072.19,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.95, rsi: 8"""
12,6,6,10000.0,10182.25,0.5,1.06,12,100.0,0.0,0,177.92,182.25,1.82,548.98,518.6,15.19,0.15,15.19,158h 5m 30.00s,180h 59m 20.00s,135h 11m 40.00s,3293.86,-3111.61,-15.73,4.46,0.3,0.28,0.48,1.06,inf,1,75.92,2,3,-550.08,956.93,2,"""xparam: 80, take_profit: 1.1, stop_loss: 0.95, rsi: 9"""
25,14,11,10000.0,11115.79,0.56,1.0,25,100.0,0.0,0,411.32,1115.79,11.16,376.97,378.34,44.63,0.45,44.63,82h 8m 2.40s,85h 53m 12.86s,77h 21m 27.27s,5277.52,-4161.73,-18.26,29.14,0.91,1.6,1.47,1.18,inf,1,0.0,6,3,-500.47,1011.8,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.96, rsi: 5"""
19,11,8,10000.0,12653.15,0.58,1.26,19,100.0,0.0,0,343.57,2653.15,26.53,572.08,454.97,139.64,1.4,139.64,100h 16m 3.16s,119h 32m 27.27s,73h 46m 0.00s,6292.91,-3639.76,-12.97,76.62,1.76,5.91,3.17,1.42,inf,1,0.0,4,3,-561.81,1127.07,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.96, rsi: 6"""
12,6,6,10000.0,10112.64,0.5,1.04,12,100.0,0.0,0,177.58,112.64,1.13,536.75,517.98,9.39,0.09,9.39,142h 55m 0.00s,180h 19m 20.00s,105h 30m 40.00s,3220.52,-3107.89,-15.73,2.74,0.25,0.17,0.4,1.05,inf,1,75.31,2,3,-550.08,956.93,2,"""xparam: 80, take_profit: 1.1, stop_loss: 0.95, rsi: 10"""
15,7,8,10000.0,11223.61,0.47,1.56,15,100.0,0.0,0,252.63,1223.61,12.24,656.87,421.81,81.57,0.82,81.57,128h 39m 24.00s,170h 14m 8.57s,92h 16m 30.00s,4598.11,-3374.5,-14.42,32.18,0.95,2.23,1.66,1.21,inf,1,0.0,2,3,-517.36,1117.76,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.96, rsi: 7"""
15,7,8,10000.0,11222.26,0.47,1.56,15,100.0,0.0,0,252.61,1222.26,12.22,656.68,421.81,81.48,0.81,81.48,128h 55m 24.00s,170h 48m 25.71s,92h 16m 30.00s,4596.76,-3374.5,-14.42,32.15,0.95,2.23,1.66,1.21,inf,1,0.0,2,3,-517.36,1117.76,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.96, rsi: 8"""
13,6,7,10000.0,10393.98,0.46,1.32,13,100.0,0.0,0,198.74,393.98,3.94,565.95,428.82,30.31,0.3,30.31,144h 19m 0.00s,180h 59m 20.00s,112h 53m 0.00s,3395.69,-3001.71,-14.42,9.79,0.44,0.68,0.73,1.09,inf,1,77.34,2,3,-461.79,999.82,2,"""xparam: 80, take_profit: 1.1, stop_loss: 0.96, rsi: 9"""
13,6,7,10000.0,10324.3,0.46,1.29,13,100.0,0.0,0,198.27,324.3,3.24,553.26,427.9,24.95,0.25,24.95,131h 4m 46.15s,180h 19m 20.00s,88h 52m 17.14s,3319.56,-2995.27,-15.0,8.02,0.39,0.53,0.66,1.08,inf,1,76.94,2,3,-461.79,999.82,2,"""xparam: 80, take_profit: 1.1, stop_loss: 0.96, rsi: 10"""
29,14,15,10000.0,10748.62,0.48,1.25,29,100.0,0.0,0,461.14,748.62,7.49,371.28,296.62,25.81,0.26,25.81,67h 6m 41.38s,84h 6m 25.71s,51h 14m 56.00s,5197.96,-4449.34,-20.61,19.07,0.69,0.93,1.11,1.13,inf,1,0.0,5,5,-371.03,1011.8,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.97, rsi: 5"""
22,11,11,10000.0,12470.3,0.5,1.66,22,100.0,0.0,0,384.95,2470.3,24.7,565.11,340.54,112.29,1.12,112.29,82h 39m 19.09s,117h 16m 32.73s,48h 2m 5.45s,6216.26,-3745.97,-11.74,70.51,1.72,6.0,3.06,1.4,inf,1,0.0,3,4,-407.69,1077.88,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.97, rsi: 6"""
17,7,10,10000.0,11533.76,0.41,2.09,17,100.0,0.0,0,289.95,1533.76,15.34,692.34,331.26,90.22,0.9,90.22,108h 34m 7.06s,126h 6m 17.14s,96h 17m 36.00s,4846.35,-3312.58,-12.45,41.19,1.18,3.31,2.12,1.27,inf,1,0.0,2,4,-396.45,1128.48,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.97, rsi: 7"""
17,7,10,10000.0,11532.2,0.41,2.09,17,100.0,0.0,0,289.89,1532.2,15.32,692.11,331.26,90.13,0.9,90.13,108h 48m 14.12s,126h 40m 34.29s,96h 17m 36.00s,4844.78,-3312.58,-12.46,41.14,1.18,3.3,2.12,1.27,inf,1,0.0,2,4,-396.45,1128.48,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.97, rsi: 8"""
27,11,16,10000.0,12586.17,0.41,2.42,27,100.0,0.0,0,478.72,2586.17,25.86,588.32,242.83,95.78,0.96,95.78,62h 3m 0.00s,85h 16m 32.73s,46h 4m 56.25s,6471.5,-3885.33,-11.95,74.37,1.82,6.22,3.36,1.44,inf,1,0.0,3,6,-275.71,1112.1,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.98, rsi: 6"""
34,15,19,10000.0,11200.94,0.44,1.62,34,100.0,0.0,0,554.54,1200.94,12.01,365.48,225.33,35.32,0.35,35.32,54h 8m 17.65s,67h 2m 0.00s,43h 57m 28.42s,5482.27,-4281.34,-17.48,31.54,1.0,1.8,1.64,1.2,inf,1,0.0,5,7,-255.76,1011.8,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.98, rsi: 5"""
17,5,12,10000.0,9627.31,0.29,2.16,17,100.0,0.0,0,249.01,-372.69,-3.73,676.21,312.81,-21.92,-0.22,-21.92,90h 29m 10.59s,134h 43m 12.00s,72h 3m 20.00s,3381.04,-3753.72,-18.51,-8.77,-0.12,-0.47,-0.19,0.98,-inf,1,71.66,2,6,-343.02,975.7,2,"""xparam: 80, take_profit: 1.1, stop_loss: 0.97, rsi: 10"""
16,6,10,10000.0,10344.8,0.38,1.84,16,100.0,0.0,0,245.97,344.8,3.45,601.05,326.15,21.55,0.22,21.55,110h 46m 37.50s,129h 30m 10.00s,99h 32m 30.00s,3606.28,-3261.48,-15.2,8.54,0.41,0.56,0.69,1.08,inf,1,77.14,2,4,-354.27,1007.86,2,"""xparam: 80, take_profit: 1.1, stop_loss: 0.97, rsi: 9"""
21,6,15,10000.0,11257.3,0.29,3.43,21,100.0,0.0,0,348.04,1257.3,12.57,775.12,226.23,59.87,0.6,59.87,81h 1m 45.71s,103h 19m 10.00s,72h 6m 48.00s,4650.71,-3393.41,-11.46,33.15,1.04,2.89,1.81,1.23,inf,1,0.0,2,5,-261.0,1088.6,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.98, rsi: 7"""
24,14,10,10000.0,10910.21,0.58,0.86,24,100.0,0.0,0,396.19,910.21,9.1,382.48,444.45,37.93,0.38,37.93,87h 19m 7.50s,86h 43m 47.14s,88h 8m 36.00s,5354.7,-4444.49,-18.23,23.44,0.78,1.29,1.25,1.15,inf,1,0.0,6,3,-631.92,1217.24,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.95, rsi: 5"""
21,6,15,10000.0,11255.96,0.29,3.43,21,100.0,0.0,0,348.01,1255.96,12.56,774.89,226.23,59.81,0.6,59.81,81h 13m 11.43s,103h 59m 10.00s,72h 6m 48.00s,4649.37,-3393.41,-11.46,33.11,1.04,2.89,1.81,1.23,inf,1,0.0,2,5,-261.0,1088.6,-1,"""xparam: 80, take_profit: 1.1, stop_loss: 0.98, rsi: 8"""
21,5,16,10000.0,9983.01,0.24,3.18,21,100.0,0.0,0,308.01,-16.99,-0.17,675.34,212.1,-0.81,-0.01,-0.81,76h 59m 2.86s,102h 50m 24.00s,68h 54m 15.00s,3376.68,-3393.67,-13.36,-0.41,0.14,-0.03,0.23,1.03,inf,1,74.3,2,6,-228.37,952.52,2,"""xparam: 80, take_profit: 1.1, stop_loss: 0.98, rsi: 9"""
19,11,8,10000.0,12115.78,0.58,1.08,19,100.0,0.0,0,339.75,2115.78,21.16,591.86,549.34,111.36,1.11,111.36,102h 7m 41.05s,120h 37m 5.45s,76h 42m 15.00s,6510.48,-4394.7,-15.67,59.03,1.42,3.77,2.49,1.32,inf,1,0.0,4,3,-683.39,1366.21,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.95, rsi: 6"""
21,5,16,10000.0,9982.83,0.24,3.18,21,100.0,0.0,0,307.87,-17.17,-0.17,674.97,212.0,-0.82,-0.01,-0.82,67h 59m 51.43s,101h 21m 24.00s,57h 34m 22.50s,3374.85,-3392.02,-13.35,-0.41,0.14,-0.03,0.23,1.03,inf,1,74.3,2,6,-228.37,952.52,2,"""xparam: 80, take_profit: 1.1, stop_loss: 0.98, rsi: 10"""
14,7,7,10000.0,11435.28,0.5,1.4,14,100.0,0.0,0,236.34,1435.28,14.35,721.9,516.86,102.52,1.03,102.52,141h 27m 47.14s,175h 38m 8.57s,107h 17m 25.71s,5053.27,-3618.0,-15.66,38.29,1.04,2.45,1.84,1.23,inf,1,0.0,2,3,-640.49,1315.7,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.95, rsi: 8"""
12,6,6,10000.0,10677.08,0.5,1.21,12,100.0,0.0,0,183.83,677.08,6.77,645.19,532.34,56.42,0.56,56.42,145h 52m 55.00s,186h 15m 10.00s,105h 30m 40.00s,3871.13,-3194.06,-15.73,17.16,0.62,1.09,1.05,1.14,inf,1,79.58,2,3,-580.73,1196.38,2,"""xparam: 80, take_profit: 1.12, stop_loss: 0.95, rsi: 10"""
14,7,7,10000.0,11436.89,0.5,1.4,14,100.0,0.0,0,236.36,1436.89,14.37,722.13,516.86,102.64,1.03,102.64,141h 11m 12.86s,175h 5m 0.00s,107h 17m 25.71s,5054.89,-3618.0,-15.66,38.34,1.04,2.45,1.85,1.23,inf,1,0.0,2,3,-640.49,1315.7,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.95, rsi: 7"""
12,6,6,10000.0,10404.82,0.5,1.13,12,100.0,0.0,0,180.9,404.82,4.05,594.67,527.2,33.74,0.34,33.74,160h 52m 40.00s,186h 33m 40.00s,135h 11m 40.00s,3568.01,-3163.19,-15.73,10.07,0.44,0.64,0.74,1.09,inf,1,77.55,2,3,-562.34,1157.69,2,"""xparam: 80, take_profit: 1.12, stop_loss: 0.95, rsi: 9"""
25,14,11,10000.0,11154.2,0.56,1.0,25,100.0,0.0,0,414.62,1154.2,11.54,382.99,382.52,46.17,0.46,46.17,82h 36m 21.60s,86h 43m 47.14s,77h 21m 27.27s,5361.92,-4207.72,-18.25,30.22,0.94,1.66,1.5,1.19,inf,1,0.0,6,3,-509.22,1217.24,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.96, rsi: 5"""
19,11,8,10000.0,12926.59,0.58,1.3,19,100.0,0.0,0,351.32,2926.59,29.27,606.08,467.54,154.03,1.54,154.03,100h 53m 28.42s,120h 37m 5.45s,73h 46m 0.00s,6666.88,-3740.28,-12.97,85.99,1.87,6.63,3.45,1.45,inf,1,0.0,4,3,-574.16,1381.64,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.96, rsi: 6"""
15,7,8,10000.0,11675.76,0.47,1.69,15,100.0,0.0,0,260.6,1675.76,16.76,738.7,436.89,111.72,1.12,111.72,130h 55m 8.00s,175h 5m 0.00s,92h 16m 30.00s,5170.91,-3495.15,-14.42,45.43,1.19,3.15,2.14,1.27,inf,1,0.0,2,3,-537.11,1373.75,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.96, rsi: 7"""
15,7,8,10000.0,11674.14,0.47,1.69,15,100.0,0.0,0,260.58,1674.14,16.74,738.47,436.89,111.61,1.12,111.61,131h 10m 36.00s,175h 38m 8.57s,92h 16m 30.00s,5169.29,-3495.15,-14.42,45.38,1.18,3.15,2.14,1.27,inf,1,0.0,2,3,-537.11,1373.75,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.96, rsi: 8"""
13,6,7,10000.0,10619.7,0.46,1.4,13,100.0,0.0,0,202.12,619.7,6.2,612.18,436.2,47.67,0.48,47.67,146h 53m 18.46s,186h 33m 40.00s,112h 53m 0.00s,3673.09,-3053.39,-14.41,15.64,0.58,1.09,0.99,1.12,inf,1,79.17,2,3,-471.67,1206.06,2,"""xparam: 80, take_profit: 1.12, stop_loss: 0.96, rsi: 9"""
13,6,7,10000.0,10893.03,0.46,1.5,13,100.0,0.0,0,205.56,893.03,8.93,664.2,441.74,68.69,0.69,68.69,133h 49m 0.00s,186h 15m 10.00s,88h 52m 17.14s,3985.21,-3092.18,-15.01,22.97,0.76,1.53,1.31,1.17,inf,1,81.2,2,3,-487.72,1244.76,2,"""xparam: 80, take_profit: 1.12, stop_loss: 0.96, rsi: 10"""
17,7,10,10000.0,12390.66,0.41,2.41,17,100.0,0.0,0,304.43,2390.66,23.91,839.46,348.56,140.63,1.41,140.63,110h 10m 56.47s,130h 1m 25.71s,96h 17m 36.00s,5876.24,-3485.58,-12.46,67.89,1.58,5.45,3.09,1.39,inf,1,0.0,2,4,-425.5,1431.79,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.97, rsi: 8"""
29,14,15,10000.0,11140.24,0.48,1.34,29,100.0,0.0,0,472.21,1140.24,11.4,406.91,303.76,39.32,0.39,39.32,67h 9m 39.31s,84h 12m 34.29s,51h 14m 56.00s,5696.7,-4556.46,-20.61,29.82,0.92,1.45,1.56,1.19,inf,1,0.0,5,5,-377.67,1217.24,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.97, rsi: 5"""
17,7,10,10000.0,12392.28,0.41,2.41,17,100.0,0.0,0,304.45,2392.28,23.92,839.69,348.56,140.72,1.41,140.72,109h 57m 17.65s,129h 28m 17.14s,96h 17m 36.00s,5877.86,-3485.58,-12.46,67.94,1.58,5.45,3.1,1.39,inf,1,0.0,2,4,-425.5,1431.79,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.97, rsi: 7"""
22,11,11,10000.0,13163.17,0.5,1.81,22,100.0,0.0,0,399.69,3163.17,31.63,640.84,353.28,143.78,1.44,143.78,82h 43m 21.82s,117h 24m 38.18s,48h 2m 5.45s,7049.26,-3886.08,-11.75,94.32,1.97,8.03,3.78,1.49,inf,1,0.0,3,4,-430.19,1319.9,-1,"""xparam: 80, take_profit: 1.12, stop_loss: 0.97, rsi: 6"""
17,5,12,10000.0,10162.75,0.29,2.5,17,100.0,0.0,0,257.88,162.75,1.63,808.82,323.44,9.57,0.1,9.57,92h 35m 56.47s,141h 54m 12.00s,72h 3m 20.00s,4044.08,-3881.33,-18.51,3.98,0.28,0.22,0.48,1.06,inf,1,75.72,2,6,-361.77,1218.96,2,"""xparam: 80, take_profit: 1.12, stop_loss: 0.97, rsi: 10"""
