Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs %,Shorts %,Shorts Count,Fee,Net Profit,Net Profit %,Average Win,Average Loss,Expectancy,Expectancy %,Expected Net Profit Every 100 Trades,Avg Holding Time,Avg Winning Holding Time,Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
20,12,8,10000.0,11844.84,0.6,1.04,20,100.0,0.0,0,335.62,1844.84,18.45,426.9,409.74,92.24,0.92,92.24,80h 24m 39.00s,94h 15m 50.00s,59h 37m 52.50s,5122.75,-3277.91,-15.57,50.57,1.36,3.25,2.44,1.33,inf,1,0.0,3,3,-500.07,1920.39,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.96, rsi: 8"""
14,7,7,10000.0,9687.2,0.5,0.89,14,100.0,0.0,0,202.06,-312.8,-3.13,363.34,408.02,-22.34,-0.22,-22.34,100h 26m 8.57s,112h 0m 0.00s,88h 52m 17.14s,2543.35,-2856.15,-17.31,-7.39,-0.05,-0.43,-0.09,0.99,-inf,1,72.06,3,3,-425.81,747.0,3,"""xparam: 70, take_profit: 1.2, stop_loss: 0.96, rsi: 10"""
36,25,11,10000.0,12633.06,0.69,0.76,36,100.0,0.0,0,614.8,2633.06,26.33,249.37,327.37,73.14,0.73,73.14,45h 29m 6.67s,54h 21m 55.20s,25h 18m 10.91s,6234.13,-3601.08,-14.91,75.94,1.86,5.09,3.76,1.45,inf,1,0.0,6,2,-405.57,1915.76,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.97, rsi: 5"""
26,17,9,10000.0,12515.47,0.65,1.06,26,100.0,0.0,0,448.13,2515.47,25.15,296.53,280.61,96.75,0.97,96.75,52h 6m 39.23s,64h 39m 17.65s,28h 25m 0.00s,5040.95,-2525.48,-9.6,72.01,1.94,7.5,4.09,1.54,inf,1,0.0,6,2,-408.29,1975.5,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.97, rsi: 6"""
23,11,12,10000.0,11374.68,0.48,1.48,23,100.0,0.0,0,374.76,1374.68,13.75,471.04,317.23,59.77,0.6,59.77,59h 55m 13.04s,84h 17m 5.45s,37h 35m 10.00s,5181.47,-3806.79,-16.2,36.53,1.11,2.26,1.96,1.27,inf,1,0.0,3,4,-370.46,1879.91,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.97, rsi: 8"""
25,14,11,10000.0,11677.99,0.56,1.17,25,100.0,0.0,0,410.04,1677.99,16.78,365.05,312.06,67.12,0.67,67.12,54h 49m 26.40s,67h 56m 17.14s,38h 8m 0.00s,5110.69,-3432.7,-16.84,45.49,1.33,2.7,2.46,1.33,inf,1,0.0,4,4,-368.37,1848.05,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.97, rsi: 7"""
21,9,12,10000.0,10597.13,0.43,1.54,21,100.0,0.0,0,326.14,597.13,5.97,504.21,328.4,28.43,0.28,28.43,66h 36m 2.86s,102h 34m 13.33s,39h 37m 25.00s,4537.9,-3940.77,-15.26,15.05,0.56,0.99,1.0,1.13,inf,1,78.97,2,4,-359.83,1824.15,2,"""xparam: 70, take_profit: 1.2, stop_loss: 0.97, rsi: 9"""
17,6,11,10000.0,9233.47,0.35,1.41,17,100.0,0.0,0,238.65,-766.53,-7.67,423.56,300.72,-45.09,-0.45,-45.09,73h 36m 3.53s,112h 40m 0.00s,52h 17m 32.73s,2541.37,-3307.9,-19.47,-17.53,-0.4,-0.9,-0.66,0.91,-inf,1,68.82,3,5,-316.37,806.99,3,"""xparam: 70, take_profit: 1.2, stop_loss: 0.97, rsi: 10"""
40,25,15,10000.0,12959.96,0.62,1.11,40,100.0,0.0,0,689.53,2959.96,29.6,257.08,231.13,74.0,0.74,74.0,38h 38m 19.50s,45h 33m 55.20s,27h 5m 40.00s,6426.96,-3467.0,-13.35,87.15,2.05,6.53,4.2,1.53,inf,1,0.0,6,2,-278.68,1971.52,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.98, rsi: 5"""
32,18,14,10000.0,12071.55,0.56,1.28,32,100.0,0.0,0,545.31,2071.55,20.72,293.23,229.04,64.74,0.65,64.74,37h 16m 20.62s,44h 23m 46.67s,28h 6m 47.14s,5278.17,-3206.62,-9.56,57.63,1.63,6.03,3.2,1.46,inf,1,0.0,3,2,-266.91,1991.43,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.98, rsi: 6"""
29,13,16,10000.0,11697.93,0.45,1.82,29,100.0,0.0,0,475.83,1697.93,16.98,403.13,221.42,58.55,0.59,58.55,42h 23m 0.00s,53h 9m 50.77s,33h 37m 26.25s,5240.68,-3542.75,-14.38,46.09,1.37,3.21,2.54,1.36,inf,1,0.0,3,5,-251.65,1903.81,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.98, rsi: 7"""
27,10,17,10000.0,11512.43,0.37,2.37,27,100.0,0.0,0,443.47,1512.43,15.12,532.58,224.32,56.02,0.56,56.02,45h 32m 13.33s,66h 42m 48.00s,33h 4m 49.41s,5325.82,-3813.4,-13.72,40.56,1.22,2.96,2.21,1.31,inf,1,0.0,3,5,-255.89,1935.67,-1,"""xparam: 70, take_profit: 1.2, stop_loss: 0.98, rsi: 8"""
26,8,18,10000.0,10604.37,0.31,2.59,26,100.0,0.0,0,402.01,604.37,6.04,577.46,223.07,23.25,0.23,23.25,47h 35m 13.85s,82h 53m 30.00s,31h 53m 46.67s,4619.68,-4015.3,-15.46,15.24,0.57,0.99,1.04,1.14,inf,1,78.97,2,6,-243.79,1840.09,2,"""xparam: 70, take_profit: 1.2, stop_loss: 0.98, rsi: 9"""
23,16,7,10000.0,11340.82,0.7,0.64,23,100.0,0.0,0,376.23,1340.82,13.41,264.27,412.5,58.3,0.58,58.3,63h 40m 20.87s,69h 39m 3.75s,50h 0m 25.71s,4228.3,-2887.48,-13.49,35.55,1.15,2.63,2.04,1.27,inf,1,0.0,6,2,-609.67,985.17,-1,"""xparam: 71, take_profit: 1.1, stop_loss: 0.95, rsi: 6"""
31,21,10,10000.0,11569.03,0.68,0.7,31,100.0,0.0,0,512.6,1569.03,15.69,237.25,341.33,50.61,0.51,50.61,54h 54m 19.35s,56h 41m 11.43s,51h 9m 54.00s,4982.29,-3413.26,-19.25,42.23,1.23,2.19,2.16,1.28,inf,1,0.0,7,2,-612.63,997.46,-1,"""xparam: 71, take_profit: 1.1, stop_loss: 0.95, rsi: 5"""
21,13,8,10000.0,10035.98,0.62,0.62,21,100.0,0.0,0,317.94,35.98,0.36,290.82,468.08,1.71,0.02,1.71,75h 31m 40.00s,82h 57m 18.46s,63h 27m 30.00s,3780.62,-3744.64,-19.63,0.87,0.19,0.04,0.29,1.04,inf,1,0.0,4,3,-577.67,985.17,-1,"""xparam: 71, take_profit: 1.1, stop_loss: 0.95, rsi: 7"""
21,6,15,10000.0,9625.27,0.29,2.2,21,100.0,0.0,0,299.47,-374.73,-3.75,454.43,206.75,-17.84,-0.18,-17.84,55h 0m 8.57s,85h 20m 0.00s,42h 52m 12.00s,2726.58,-3101.3,-16.87,-8.82,-0.12,-0.52,-0.21,0.97,-inf,1,71.66,3,6,-218.01,814.38,3,"""xparam: 70, take_profit: 1.2, stop_loss: 0.98, rsi: 10"""
20,12,8,10000.0,10749.4,0.6,0.79,20,100.0,0.0,0,316.39,749.4,7.49,387.71,487.89,37.47,0.37,37.47,83h 42m 15.00s,97h 12m 5.00s,63h 27m 30.00s,4652.49,-3903.09,-18.68,19.09,0.68,1.02,1.11,1.15,inf,1,0.0,3,3,-584.79,983.88,-1,"""xparam: 71, take_profit: 1.1, stop_loss: 0.95, rsi: 8"""
15,9,6,10000.0,10729.57,0.6,0.82,15,100.0,0.0,0,232.11,729.57,7.3,441.05,539.97,48.64,0.49,48.64,113h 45m 16.00s,118h 21m 40.00s,106h 50m 40.00s,3969.42,-3239.85,-15.72,18.56,0.66,1.18,1.11,1.15,inf,1,79.98,3,3,-574.6,967.64,3,"""xparam: 71, take_profit: 1.1, stop_loss: 0.95, rsi: 9"""
12,6,6,10000.0,9405.21,0.5,0.81,12,100.0,0.0,0,173.28,-594.79,-5.95,410.84,509.97,-49.57,-0.5,-49.57,118h 11m 35.00s,130h 52m 30.00s,105h 30m 40.00s,2465.01,-3059.81,-15.73,-13.78,-0.3,-0.88,-0.47,0.94,-inf,1,70.03,2,3,-534.63,931.08,2,"""xparam: 71, take_profit: 1.1, stop_loss: 0.95, rsi: 10"""
23,16,7,10000.0,11948.21,0.7,0.8,23,100.0,0.0,0,386.84,1948.21,19.48,270.65,340.31,84.7,0.85,84.7,63h 8m 36.52s,69h 39m 3.75s,48h 16m 8.57s,4330.41,-2382.2,-10.73,53.77,1.62,5.01,3.08,1.41,inf,1,0.0,6,2,-506.83,1007.1,-1,"""xparam: 71, take_profit: 1.1, stop_loss: 0.96, rsi: 6"""
31,21,10,10000.0,12191.44,0.68,0.83,31,100.0,0.0,0,527.28,2191.44,21.91,243.87,292.98,70.69,0.71,70.69,54h 32m 7.74s,56h 41m 11.43s,50h 1m 6.00s,5121.24,-2929.8,-15.8,61.44,1.67,3.89,3.18,1.4,inf,1,0.0,7,2,-515.19,997.46,-1,"""xparam: 71, take_profit: 1.1, stop_loss: 0.96, rsi: 5"""
21,13,8,10000.0,10799.6,0.62,0.77,21,100.0,0.0,0,331.19,799.6,8.0,301.19,389.48,38.08,0.38,38.08,74h 4m 11.43s,82h 57m 18.46s,59h 37m 52.50s,3915.45,-3115.85,-16.2,20.44,0.75,1.26,1.23,1.17,inf,1,0.0,4,3,-465.51,985.17,-1,"""xparam: 71, take_profit: 1.1, stop_loss: 0.96, rsi: 7"""
20,12,8,10000.0,11564.83,0.6,0.99,20,100.0,0.0,0,329.19,1564.83,15.65,401.22,406.22,78.24,0.78,78.24,82h 10m 24.00s,97h 12m 5.00s,59h 37m 52.50s,4814.63,-3249.79,-15.21,42.11,1.23,2.77,2.11,1.29,inf,1,0.0,3,3,-487.72,983.88,-1,"""xparam: 71, take_profit: 1.1, stop_loss: 0.96, rsi: 8"""
13,6,7,10000.0,9600.41,0.46,1.01,13,100.0,0.0,0,193.17,-399.59,-4.0,422.89,419.56,-30.74,-0.31,-30.74,108h 15m 27.69s,130h 52m 30.00s,88h 52m 17.14s,2537.36,-2936.95,-15.01,-9.39,-0.15,-0.63,-0.25,0.97,-inf,1,71.46,2,3,-442.04,939.68,2,"""xparam: 71, take_profit: 1.1, stop_loss: 0.96, rsi: 10"""
